cluster,uc_DTXSID,bc_DTXSID,sr_cor,sr_pval
1,DTXSID0024050,DTXSID1020069,-0.4195804195804196,0.17657701069755086
1,DTXSID0024050,DTXSID2020977,0.8391608391608392,0.0011918743865398027
1,DTXSID0024050,DTXSID6020359,0.9650349650349651,0
1,DTXSID0024050,DTXSID7021441,-0.4195804195804196,0.17657701069755086
1,DTXSID0024050,DTXSID7024902,0.37762237762237766,0.22744313246537842
1,DTXSID0024395,DTXSID0020315,0.6083916083916084,0.04000204878864573
1,DTXSID0024395,DTXSID0021961,0.16083916083916086,0.6193561690338674
1,DTXSID0024395,DTXSID1020069,-0.5244755244755246,0.08388458723291484
1,DTXSID0024395,DTXSID2020977,0.9650349650349651,0
1,DTXSID0024395,DTXSID6020359,0.8881118881118882,9.165861732816959e-5
1,DTXSID0024395,DTXSID7021441,-0.5874125874125875,0.04884485830929574
1,DTXSID0024395,DTXSID7024902,0.2027972027972028,0.5281002367834549
1,DTXSID0024553,DTXSID0020315,-0.16783216783216784,0.6037276512881992
1,DTXSID0024553,DTXSID0021961,0.006993006993006994,0.9912300360571011
1,DTXSID0024553,DTXSID1020069,0.31468531468531474,0.31947191256145246
1,DTXSID0024553,DTXSID2020977,-0.06293706293706294,0.8516819112532925
1,DTXSID0024553,DTXSID6020359,0.1258741258741259,0.6997122207317211
1,DTXSID0024553,DTXSID7021441,0.13986013986013987,0.6671505359874287
1,DTXSID0024553,DTXSID7024902,0.34265734265734266,0.27623051258815623
1,DTXSID0025101,DTXSID0020315,0.027972027972027975,0.9386633634935001
1,DTXSID0025101,DTXSID0021961,0.03496503496503497,0.9211840827919622
1,DTXSID0025101,DTXSID1020069,0.27972027972027974,0.37870923364203934
1,DTXSID0025101,DTXSID2020977,0.006993006993006994,0.9912300360571011
1,DTXSID0025101,DTXSID6020359,0.2027972027972028,0.5281002367834549
1,DTXSID0025101,DTXSID7021441,-0.24475524475524477,0.44350427562788497
1,DTXSID0025101,DTXSID7024902,0.6713286713286714,0.020441878422450543
1,DTXSID0025363,DTXSID0020315,0.29370629370629375,0.35433253421137584
1,DTXSID0025363,DTXSID0021961,-0.1258741258741259,0.6997122207317213
1,DTXSID0025363,DTXSID1020069,-0.44055944055944063,0.1542157502567181
1,DTXSID0025363,DTXSID2020977,0.8391608391608392,0.0011918743865398027
1,DTXSID0025363,DTXSID6020359,0.7342657342657344,0.00905209711737095
1,DTXSID0025363,DTXSID7021441,-0.5454545454545455,0.07067890506141758
1,DTXSID0025363,DTXSID7024902,0.4125874125874126,0.1844806846022618
1,DTXSID0025523,DTXSID0020315,0.17482517482517487,0.5882598949233351
1,DTXSID0025523,DTXSID0021961,-0.39160839160839167,0.2095643518362367
1,DTXSID0025523,DTXSID1020069,-0.16783216783216784,0.6037276512881992
1,DTXSID0025523,DTXSID2020977,0.39160839160839167,0.2095643518362367
1,DTXSID0025523,DTXSID6020359,0.4125874125874126,0.1844806846022618
1,DTXSID0025523,DTXSID7021441,-0.39160839160839167,0.2095643518362367
1,DTXSID0025523,DTXSID7024902,0.9650349650349651,0
1,DTXSID0025949,DTXSID0020315,-0.5804195804195805,0.05208624175002753
1,DTXSID0025949,DTXSID0021961,-0.17482517482517487,0.5882598949233353
1,DTXSID0025949,DTXSID1020069,0.4755244755244756,0.12131935644669292
1,DTXSID0025949,DTXSID2020977,-0.5664335664335665,0.059034148215904074
1,DTXSID0025949,DTXSID6020359,-0.4685314685314686,0.12747265257630852
1,DTXSID0025949,DTXSID7021441,0.16083916083916086,0.6193561690338674
1,DTXSID0025949,DTXSID7024902,0.2377622377622378,0.4571022068090017
1,DTXSID0026252,DTXSID0020315,-0.3216783216783217,0.30831236054913413
1,DTXSID0026252,DTXSID0021961,0.2097902097902098,0.5135125134125788
1,DTXSID0026252,DTXSID1020069,0.27272727272727276,0.39123274602615465
1,DTXSID0026252,DTXSID2020977,-0.6783216783216784,0.01882512605252116
1,DTXSID0026252,DTXSID6020359,-0.5594405594405595,0.06274871992683878
1,DTXSID0026252,DTXSID7021441,0.3286713286713287,0.29738507772010603
1,DTXSID0026252,DTXSID7024902,-0.5664335664335665,0.059034148215904074
1,DTXSID0026339,DTXSID0020315,0.06993006993006994,0.8344471452374791
1,DTXSID0026339,DTXSID0021961,0.6293706293706295,0.032394749720125744
1,DTXSID0026339,DTXSID1020069,0.3566433566433567,0.25601253730902407
1,DTXSID0026339,DTXSID2020977,-0.45454545454545464,0.1404130384122874
1,DTXSID0026339,DTXSID6020359,-0.2237762237762238,0.4849111404027346
1,DTXSID0026339,DTXSID7021441,0.6083916083916084,0.04000204878864573
1,DTXSID0026339,DTXSID7024902,-0.7202797202797203,0.011020518688963307
1,DTXSID0026549,DTXSID0020315,-0.5104895104895106,0.09360538002826368
1,DTXSID0026549,DTXSID0021961,-0.09790209790209792,0.766288456385056
1,DTXSID0026549,DTXSID1020069,0.17482517482517487,0.5882598949233351
1,DTXSID0026549,DTXSID2020977,0.04895104895104896,0.8863351088649201
1,DTXSID0026549,DTXSID6020359,-0.15384615384615385,0.6351399553775858
1,DTXSID0026549,DTXSID7021441,0.006993006993006994,0.9912300360571011
1,DTXSID0026549,DTXSID7024902,0,1
1,DTXSID0026701,DTXSID0020315,-0.2867132867132867,0.36640845611198786
1,DTXSID0026701,DTXSID0021961,0.04895104895104896,0.8863351088649201
1,DTXSID0026701,DTXSID1020069,0.18181818181818185,0.5729582212099558
1,DTXSID0026701,DTXSID2020977,0.2377622377622378,0.4571022068090017
1,DTXSID0026701,DTXSID6020359,0.07692307692307693,0.8172832907063169
1,DTXSID0026701,DTXSID7021441,-0.04195804195804196,0.9037388362023694
1,DTXSID0026701,DTXSID7024902,0.1118881118881119,0.7327754460345058
1,DTXSID0026838,DTXSID0020315,0.2097902097902098,0.5135125134125788
1,DTXSID0026838,DTXSID0021961,0.8321678321678323,0.0014408725736803438
1,DTXSID0026838,DTXSID1020069,0.6083916083916084,0.04000204878864573
1,DTXSID0026838,DTXSID2020977,-0.3286713286713287,0.29738507772010603
1,DTXSID0026838,DTXSID6020359,-0.06993006993006994,0.8344471452374791
1,DTXSID0026838,DTXSID7021441,0.27972027972027974,0.37870923364203934
1,DTXSID0026838,DTXSID7024902,-0.5944055944055945,0.04575310008649374
1,DTXSID0026915,DTXSID0020315,0.43356643356643365,0.16144642634982315
1,DTXSID0026915,DTXSID0021961,0.34265734265734266,0.27623051258815623
1,DTXSID0026915,DTXSID1020069,0.1048951048951049,0.7494790426721833
1,DTXSID0026915,DTXSID2020977,0.08391608391608392,0.8001975179523347
1,DTXSID0026915,DTXSID6020359,0.27972027972027974,0.37870923364203934
1,DTXSID0026915,DTXSID7021441,-0.3076923076923077,0.3308626742508928
1,DTXSID0026915,DTXSID7024902,0.03496503496503497,0.9211840827919622
1,DTXSID0026967,DTXSID0020315,0.05594405594405595,0.8689803393263472
1,DTXSID0026967,DTXSID0021961,0.8321678321678323,0.0014408725736803438
1,DTXSID0026967,DTXSID1020069,0.5944055944055945,0.04575310008649374
1,DTXSID0026967,DTXSID2020977,-0.27272727272727276,0.3912327460261549
1,DTXSID0026967,DTXSID6020359,-0.06293706293706294,0.8516819112532925
1,DTXSID0026967,DTXSID7021441,0.31468531468531474,0.31947191256145246
1,DTXSID0026967,DTXSID7024902,-0.6083916083916084,0.040002048788645786
1,DTXSID0027064,DTXSID0020315,0.27272727272727276,0.39123274602615465
1,DTXSID0027064,DTXSID0021961,-0.13986013986013987,0.6671505359874285
1,DTXSID0027064,DTXSID1020069,-0.1188811188811189,0.7161843265955253
1,DTXSID0027064,DTXSID2020977,0.48251748251748255,0.11537360509486391
1,DTXSID0027064,DTXSID6020359,0.6223776223776225,0.03480012285534383
1,DTXSID0027064,DTXSID7021441,-0.1328671328671329,0.6833655342846062
1,DTXSID0027064,DTXSID7024902,0.7972027972027973,0.003161252109393291
1,DTXSID0027066,DTXSID0020315,0.02097902097902098,0.9561691549379485
1,DTXSID0027066,DTXSID0021961,0.6013986013986015,0.04280686898757623
1,DTXSID0027066,DTXSID1020069,0.3846153846153847,0.21838742691298801
1,DTXSID0027066,DTXSID2020977,-0.1328671328671329,0.6833655342846062
1,DTXSID0027066,DTXSID6020359,0.08391608391608392,0.8001975179523347
1,DTXSID0027066,DTXSID7021441,0.17482517482517487,0.5882598949233351
1,DTXSID0027066,DTXSID7024902,-0.4055944055944056,0.1926121839460474
1,DTXSID0027222,DTXSID0020315,0.7202797202797203,0.011020518688963307
1,DTXSID0027222,DTXSID0021961,0.14685314685314688,0.6510733511166211
1,DTXSID0027222,DTXSID1020069,-0.13986013986013987,0.6671505359874285
1,DTXSID0027222,DTXSID2020977,0.34965034965034975,0.26600430932519
1,DTXSID0027222,DTXSID6020359,0.5034965034965035,0.0987515700723274
1,DTXSID0027222,DTXSID7021441,-0.4615384615384616,0.13383631573843283
1,DTXSID0027222,DTXSID7024902,0.3846153846153847,0.21838742691298801
1,DTXSID0027278,DTXSID0020315,-0.09090909090909093,0.783196910294608
1,DTXSID0027278,DTXSID0021961,0.5104895104895106,0.09360538002826373
1,DTXSID0027278,DTXSID1020069,0.8181818181818183,0.002027198525813809
1,DTXSID0027278,DTXSID2020977,-0.7062937062937064,0.01328611352164721
1,DTXSID0027278,DTXSID6020359,-0.44055944055944063,0.1542157502567181
1,DTXSID0027278,DTXSID7021441,0.5804195804195805,0.05208624175002753
1,DTXSID0027278,DTXSID7024902,-0.4195804195804196,0.17657701069755086
1,DTXSID0027309,DTXSID0020315,0.6503496503496504,0.025911516845969543
1,DTXSID0027309,DTXSID0021961,0.17482517482517487,0.5882598949233351
1,DTXSID0027309,DTXSID1020069,-0.37762237762237766,0.22744313246537842
1,DTXSID0027309,DTXSID2020977,0.8321678321678323,0.0014408725736803438
1,DTXSID0027309,DTXSID6020359,0.9160839160839161,0
1,DTXSID0027309,DTXSID7021441,-0.6363636363636365,0.03011426472965619
1,DTXSID0027309,DTXSID7024902,0.5174825174825176,0.08865087857553383
1,DTXSID0027351,DTXSID0020315,0.04195804195804196,0.9037388362023697
1,DTXSID0027351,DTXSID0021961,0.1188811188811189,0.7161843265955253
1,DTXSID0027351,DTXSID1020069,0.3076923076923077,0.3308626742508928
1,DTXSID0027351,DTXSID2020977,0.13986013986013987,0.6671505359874287
1,DTXSID0027351,DTXSID6020359,0.34965034965034975,0.26600430932519
1,DTXSID0027351,DTXSID7021441,0.06993006993006994,0.8344471452374791
1,DTXSID0027351,DTXSID7024902,0.5314685314685316,0.07930293940978018
1,DTXSID0027353,DTXSID0020315,-0.09090909090909093,0.783196910294608
1,DTXSID0027353,DTXSID0021961,0.5104895104895106,0.09360538002826373
1,DTXSID0027353,DTXSID1020069,0.8181818181818183,0.002027198525813809
1,DTXSID0027353,DTXSID2020977,-0.7062937062937064,0.01328611352164721
1,DTXSID0027353,DTXSID6020359,-0.44055944055944063,0.1542157502567181
1,DTXSID0027353,DTXSID7021441,0.5804195804195805,0.05208624175002753
1,DTXSID0027353,DTXSID7024902,-0.4195804195804196,0.17657701069755086
1,DTXSID00274022,DTXSID0020315,-0.06993006993006994,0.8344471452374791
1,DTXSID00274022,DTXSID0021961,0.5874125874125875,0.04884485830929574
1,DTXSID00274022,DTXSID1020069,0.8881118881118882,9.165861732816959e-5
1,DTXSID00274022,DTXSID2020977,-0.6013986013986015,0.04280686898757623
1,DTXSID00274022,DTXSID6020359,-0.3706293706293707,0.23673221413855
1,DTXSID00274022,DTXSID7021441,0.5034965034965035,0.0987515700723274
1,DTXSID00274022,DTXSID7024902,-0.39860139860139865,0.20097297553057908
1,DTXSID0027640,DTXSID0020315,-0.18881118881118883,0.5578277750883378
1,DTXSID0027640,DTXSID0021961,-0.04895104895104896,0.8863351088649201
1,DTXSID0027640,DTXSID1020069,0.013986013986013988,0.9736939039560878
1,DTXSID0027640,DTXSID2020977,0.3636363636363637,0.24625522801216132
1,DTXSID0027640,DTXSID6020359,0.19580419580419584,0.5428735206298202
1,DTXSID0027640,DTXSID7021441,-0.06993006993006994,0.8344471452374791
1,DTXSID0027640,DTXSID7024902,0.27272727272727276,0.39123274602615465
1,DTXSID0027642,DTXSID0020315,-0.4685314685314686,0.12747265257630852
1,DTXSID0027642,DTXSID0021961,0.04895104895104896,0.8863351088649201
1,DTXSID0027642,DTXSID1020069,0.5664335664335665,0.059034148215904074
1,DTXSID0027642,DTXSID2020977,-0.3846153846153847,0.21838742691298815
1,DTXSID0027642,DTXSID6020359,-0.2307692307692308,0.47090569352639616
1,DTXSID0027642,DTXSID7021441,0.2867132867132867,0.36640845611198763
1,DTXSID0027642,DTXSID7024902,0.2867132867132867,0.36640845611198763
1,DTXSID0027644,DTXSID0020315,-0.1118881118881119,0.7327754460345061
1,DTXSID0027644,DTXSID0021961,0.4055944055944056,0.1926121839460474
1,DTXSID0027644,DTXSID1020069,0.3846153846153847,0.21838742691298801
1,DTXSID0027644,DTXSID2020977,-0.5174825174825176,0.08865087857553383
1,DTXSID0027644,DTXSID6020359,-0.37762237762237766,0.22744313246537842
1,DTXSID0027644,DTXSID7021441,0.27972027972027974,0.37870923364203934
1,DTXSID0027644,DTXSID7024902,-0.4615384615384616,0.13383631573843283
1,DTXSID0027775,DTXSID0020315,-0.4755244755244756,0.1213193564466929
1,DTXSID0027775,DTXSID0021961,0.06993006993006994,0.8344471452374791
1,DTXSID0027775,DTXSID1020069,0.5734265734265734,0.05548132408162134
1,DTXSID0027775,DTXSID2020977,-0.29370629370629375,0.35433253421137584
1,DTXSID0027775,DTXSID6020359,-0.2097902097902098,0.5135125134125788
1,DTXSID0027775,DTXSID7021441,0.15384615384615385,0.6351399553775863
1,DTXSID0027775,DTXSID7024902,0.2867132867132867,0.36640845611198763
1,DTXSID0027802,DTXSID0020315,0.06293706293706294,0.8516819112532922
1,DTXSID0027802,DTXSID0021961,0.8741258741258742,3.088607930535857e-4
1,DTXSID0027802,DTXSID1020069,0.8391608391608392,0.0011918743865398027
1,DTXSID0027802,DTXSID2020977,-0.3706293706293707,0.23673221413855
1,DTXSID0027802,DTXSID6020359,-0.1188811188811189,0.7161843265955253
1,DTXSID0027802,DTXSID7021441,0.4685314685314686,0.12747265257630852
1,DTXSID0027802,DTXSID7024902,-0.43356643356643365,0.16144642634982326
1,DTXSID0027939,DTXSID0020315,-0.09090909090909093,0.783196910294608
1,DTXSID0027939,DTXSID0021961,0.27272727272727276,0.39123274602615465
1,DTXSID0027939,DTXSID1020069,0.16783216783216784,0.6037276512881992
1,DTXSID0027939,DTXSID2020977,-0.5034965034965035,0.0987515700723274
1,DTXSID0027939,DTXSID6020359,-0.3356643356643357,0.28669091424974563
1,DTXSID0027939,DTXSID7021441,0.3216783216783217,0.30831236054913386
1,DTXSID0027939,DTXSID7024902,-0.4755244755244756,0.1213193564466929
1,DTXSID0029216,DTXSID0020315,0.2657342657342658,0.40397665927502957
1,DTXSID0029216,DTXSID0021961,-0.2587412587412588,0.4169384265398784
1,DTXSID0029216,DTXSID1020069,-0.34965034965034975,0.2660043093251898
1,DTXSID0029216,DTXSID2020977,0.7272727272727274,0.0100009174971863
1,DTXSID0029216,DTXSID6020359,0.6013986013986015,0.04280686898757623
1,DTXSID0029216,DTXSID7021441,-0.4195804195804196,0.17657701069755086
1,DTXSID0029216,DTXSID7024902,0.5944055944055945,0.04575310008649374
1,DTXSID0029264,DTXSID0020315,-0.37762237762237766,0.22744313246537842
1,DTXSID0029264,DTXSID0021961,0.1118881118881119,0.7327754460345058
1,DTXSID0029264,DTXSID1020069,0.5944055944055945,0.04575310008649374
1,DTXSID0029264,DTXSID2020977,-0.7622377622377623,0.005897475990334394
1,DTXSID0029264,DTXSID6020359,-0.6433566433566434,0.02795455282181709
1,DTXSID0029264,DTXSID7021441,0.44055944055944063,0.1542157502567181
1,DTXSID0029264,DTXSID7024902,-0.06293706293706294,0.8516819112532925
1,DTXSID0029559,DTXSID0020315,-0.2237762237762238,0.4849111404027346
1,DTXSID0029559,DTXSID0021961,0.027972027972027975,0.9386633634935001
1,DTXSID0029559,DTXSID1020069,0.3566433566433567,0.25601253730902407
1,DTXSID0029559,DTXSID2020977,-0.02097902097902098,0.9561691549379485
1,DTXSID0029559,DTXSID6020359,0.08391608391608392,0.8001975179523347
1,DTXSID0029559,DTXSID7021441,0.04895104895104896,0.8863351088649201
1,DTXSID0029559,DTXSID7024902,0.30069930069930073,0.34248337544019264
1,DTXSID0032314,DTXSID0020315,0.4475524475524476,0.1472053777671552
1,DTXSID0032314,DTXSID0021961,-0.14685314685314688,0.6510733511166211
1,DTXSID0032314,DTXSID1020069,-0.5384615384615385,0.0749022866724823
1,DTXSID0032314,DTXSID2020977,0.9230769230769232,0
1,DTXSID0032314,DTXSID6020359,0.8041958041958044,0.0027461353047330307
1,DTXSID0032314,DTXSID7021441,-0.7762237762237764,0.0046598806161295995
1,DTXSID0032314,DTXSID7024902,0.5104895104895106,0.09360538002826373
1,DTXSID0032316,DTXSID0020315,0.29370629370629375,0.35433253421137584
1,DTXSID0032316,DTXSID0021961,-0.027972027972027975,0.9386633634935004
1,DTXSID0032316,DTXSID1020069,0.2657342657342658,0.40397665927502957
1,DTXSID0032316,DTXSID2020977,-0.06293706293706294,0.8516819112532925
1,DTXSID0032316,DTXSID6020359,0.1188811188811189,0.7161843265955253
1,DTXSID0032316,DTXSID7021441,-0.18881118881118883,0.5578277750883378
1,DTXSID0032316,DTXSID7024902,0.5734265734265734,0.05548132408162134
1,DTXSID0032653,DTXSID0020315,0,1
